VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2024-01-26 21:25:53,2024-01-26 21:47:24.993823,5,5.92,186,125,1,22.09,1.84,0.0,1.0,24.93
1,2024-01-22 17:50:52,2024-01-22 18:16:06.093934,6,3.51,236,100,2,16.9,0.0,0.0,1.0,17.9
2,2024-01-09 15:19:08,2024-01-09 15:26:58.177718,4,1.11,24,79,2,9.26,0.0,0.0,1.0,10.26
2,2024-01-02 18:20:37,2024-01-02 18:34:08.703348,1,1.21,4,79,2,10.39,0.0,0.0,1.0,11.39
2,2024-01-10 09:45:10,2024-01-10 10:12:37.341365,5,4.93,43,236,2,22.31,0.0,0.0,1.0,23.31
2,2024-01-15 13:54:08,2024-01-15 14:09:39.323351,2,3.76,125,107,1,14.29,2.73,0.0,1.0,18.02
2,2024-01-31 13:07:04,2024-01-31 13:21:19.607747,4,4.7,138,161,2,17.45,0.0,0.0,1.0,18.45
1,2024-01-08 13:57:50,2024-01-08 14:01:34.153510,2,1.24,43,68,1,4.73,0.36,0.0,1.0,6.09
1,2024-01-06 07:51:56,2024-01-06 08:06:21.939637,1,1.82,132,68,1,12.95,3.65,0.0,1.0,17.6
2,2024-01-11 13:31:03,2024-01-11 13:49:49.469626,5,5.05,138,163,2,20.01,0.0,0.0,1.0,21.01
1,2024-01-26 08:06:08,2024-01-26 08:31:38.455753,4,4.05,41,161,2,-5.0,0.0,0.0,1.0,20.84
1,2024-01-15 16:00:57,2024-01-15 16:30:11.387658,5,4.07,256,142,1,19.72,0.42,0.0,1.0,21.14
2,2024-01-10 21:06:36,2024-01-10 21:22:46.694094,2,3.26,163,186,2,13.7,0.0,0.0,1.0,14.7
1,2024-01-11 18:09:38,2024-01-11 18:22:28.350251,6,1.52,125,170,1,10.42,0.74,0.0,1.0,12.16
1,2024-01-08 13:11:57,2024-01-08 13:28:16.281091,1,3.49,142,68,1,16.48,3.65,0.0,1.0,21.13
2,2024-01-05 14:37:16,2024-01-05 14:50:38.620123,6,2.67,100,13,1,15.0,2.84,0.0,1.0,18.84
2,2024-01-23 16:23:38,2024-01-23 16:36:48.004866,1,1.67,114,90,1,9.33,0.13,0.0,1.0,10.46
1,2024-01-11 22:31:16,2024-01-11 22:36:10.121981,1,1.61,161,132,2,7.26,0.0,0.0,1.0,8.26
2,2024-01-06 22:21:33,2024-01-06 22:30:51.318101,1,2.65,140,68,2,10.57,0.0,0.0,1.0,11.57
1,2024-01-25 17:30:54,2024-01-25 17:48:22.718706,3,2.3,33,140,1,12.9,1.03,7.76,1.0,22.69
1,2024-01-07 13:24:36,2024-01-07 13:31:52.468781,5,1.9,162,13,1,10.45,0.58,2.22,1.0,14.25
1,2024-01-20 09:36:11,2024-01-20 09:49:43.247665,1,2.37,237,140,1,11.54,2.45,0.0,1.0,14.99
2,2024-01-12 08:38:34,2024-01-12 08:50:15.535029,1,1.7,68,113,1,11.08,1.59,0.0,1.0,13.67
2,2024-01-09 00:39:01,2024-01-09 00:52:12.792427,6,3.06,48,7,2,14.28,0.0,0.0,1.0,15.28
2,2024-01-02 12:21:48,2024-01-02 12:32:25.067567,6,2.95,186,158,1,13.0,2.06,0.0,1.0,16.06
2,2024-01-27 06:17:22,2024-01-27 06:30:24.644456,1,3.07,138,61,2,11.29,0.0,0.0,1.0,12.29
1,2024-01-12 17:03:58,2024-01-12 17:13:46.790415,3,0.8,186,186,2,8.53,0.0,0.0,1.0,9.53
1,2024-01-29 08:36:38,2024-01-29 08:45:14.387756,1,1.34,236,82,1,7.7,2.25,0.0,1.0,10.95
2,2024-01-11 19:54:39,2024-01-11 20:03:31.933323,3,1.37,100,50,1,8.84,1.91,0.0,1.0,11.75
1,2024-01-09 11:57:54,2024-01-09 12:07:34.411745,3,0.95,90,161,2,9.0,0.0,0.0,1.0,10.0
1,2024-01-19 20:58:15,2024-01-19 21:18:26.831672,6,5.72,140,230,2,17.94,0.0,0.0,1.0,18.94
1,2024-01-24 02:09:32,2024-01-24 02:18:57.965968,2,2.71,90,140,2,12.9,0.0,0.0,1.0,13.9
2,2024-01-20 07:03:04,2024-01-20 07:12:43.432792,6,1.57,186,68,1,7.17,0.33,0.0,1.0,8.5
2,2024-01-02 19:00:53,2024-01-02 19:14:58.155349,1,1.6,230,186,1,10.09,2.69,0.0,1.0,13.78
1,2024-01-30 17:06:29,2024-01-30 17:14:48.637785,4,0.92,140,7,1,7.74,1.39,0.0,1.0,10.13
2,2024-01-30 08:02:51,2024-01-30 08:12:10.189450,2,0.78,230,142,1,5.97,0.61,0.0,1.0,7.58
2,2024-01-08 21:54:51,2024-01-08 22:06:18.028714,1,3.07,142,79,1,10.93,0.66,0.0,1.0,12.59
2,2024-01-03 17:09:27,2024-01-03 18:17:34.668673,1,10.56,230,13,1,45.94,12.3,0.0,1.0,59.24
2,2024-01-09 15:27:44,2024-01-09 15:47:00.873144,1,3.86,68,41,1,16.22,3.91,0.0,1.0,21.12
1,2024-01-28 18:58:45,2024-01-28 19:15:14.380402,1,2.45,230,236,1,14.96,3.13,0.0,1.0,19.09
1,2024-01-27 17:58:15,2024-01-27 18:08:30.672093,1,1.47,230,140,2,9.61,0.0,0.0,1.0,10.61
2,2024-01-17 00:39:28,2024-01-17 00:46:27.747768,3,2.09,90,68,1,9.07,1.51,0.0,1.0,11.58
1,2024-01-28 21:03:12,2024-01-28 21:07:51.528118,1,0.67,161,114,2,5.3,0.0,0.0,1.0,6.3
2,2024-01-11 19:11:07,2024-01-11 19:24:06.250786,4,2.17,114,138,2,12.17,0.0,0.0,1.0,13.17
2,2024-01-04 16:18:20,2024-01-04 16:37:39.495905,1,1.97,79,237,1,13.71,1.74,0.0,1.0,16.45
2,2024-01-31 15:51:08,2024-01-31 15:56:06.396556,5,0.95,230,237,2,5.38,0.0,0.0,1.0,6.38
1,2024-01-12 19:57:29,2024-01-12 20:06:58.692476,1,0.84,61,230,2,8.17,0.0,2.39,1.0,11.56
1,2024-01-24 08:01:55,2024-01-24 08:21:42.342292,3,3.12,114,82,2,17.14,0.0,0.0,1.0,18.14
1,2024-01-17 22:43:06,2024-01-17 22:48:44.911787,1,0.96,132,158,2,7.28,0.0,0.0,1.0,8.28
2,2024-01-23 21:13:34,2024-01-23 21:46:52.275955,2,7.87,163,43,1,26.24,6.11,0.0,1.0,33.35
2,2024-01-26 13:29:17,2024-01-26 13:30:49.171119,6,0.92,260,113,2,5.66,0.0,0.0,1.0,6.66
1,2024-01-22 16:12:40,2024-01-22 16:40:14.226874,1,3.88,161,61,1,19.05,4.95,0.0,1.0,25.0
1,2024-01-11 17:43:16,2024-01-11 17:44:16.000000,2,0.76,43,186,1,2.5,0.72,0.0,1.0,4.22
2,2024-01-21 19:15:25,2024-01-21 19:35:19.426590,2,3.05,13,138,1,16.55,4.18,0.0,1.0,21.73
2,2024-01-19 19:58:29,2024-01-19 20:07:40.412670,4,1.59,237,114,2,12.81,0.0,0.0,1.0,13.81
1,2024-01-20 17:49:25,2024-01-20 18:01:20.950472,1,1.96,132,170,2,9.07,0.0,0.0,1.0,10.07
2,2024-01-04 19:03:10,2024-01-04 19:22:54.911765,4,2.79,79,113,1,14.59,0.36,0.0,1.0,15.95
1,2024-01-26 10:30:57,2024-01-26 10:37:13.418305,1,1.39,113,90,2,6.31,0.0,0.0,1.0,7.31
1,2024-01-21 14:19:10,2024-01-21 14:37:32.480974,1,3.93,236,114,2,18.46,0.0,0.0,1.0,19.46
2,2024-01-07 20:35:51,2024-01-07 20:50:34.719765,3,3.21,138,114,1,13.18,3.94,0.0,1.0,18.12
1,2024-01-19 17:34:53,2024-01-19 17:42:38.290995,6,1.32,114,256,1,6.65,1.32,10.42,1.0,19.39
2,2024-01-04 18:40:45,2024-01-04 18:47:42.956509,4,1.07,230,236,1,6.63,1.82,0.0,1.0,9.45
1,2024-01-27 14:38:24,2024-01-27 14:48:59.289156,6,2.22,82,50,2,9.6,0.0,2.85,1.0,13.45
2,2024-01-17 15:47:34,2024-01-17 16:03:49.023896,1,2.97,158,125,1,15.65,0.38,0.0,1.0,17.03
1,2024-01-13 08:41:03,2024-01-13 08:50:22.708316,2,1.42,79,107,2,11.45,0.0,0.0,1.0,12.45
1,2024-01-28 17:23:27,2024-01-28 17:40:10.772922,2,2.42,186,90,1,13.23,0.51,0.0,1.0,14.74
1,2024-01-05 16:18:30,2024-01-05 16:43:46.778193,1,3.67,4,237,1,16.75,3.65,0.0,1.0,21.39
1,2024-01-19 23:08:55,2024-01-19 23:21:57.744647,6,3.02,260,43,1,12.51,2.3,0.0,1.0,15.82
2,2024-01-14 15:33:21,2024-01-14 15:44:01.669753,2,1.75,90,140,1,13.04,1.66,0.0,1.0,15.7
1,2024-01-19 14:40:02,2024-01-19 14:55:48.691351,6,5.17,186,114,2,17.3,0.0,0.0,1.0,18.3
1,2024-01-02 15:05:56,2024-01-02 15:13:20.627882,1,1.54,114,237,2,8.1,0.0,0.0,1.0,9.1
2,2024-01-25 20:42:06,2024-01-25 20:45:13.509681,4,0.64,48,90,1,4.13,0.4,0.0,1.0,5.53
1,2024-01-23 16:11:00,2024-01-23 16:14:47.495523,1,0.73,114,13,2,5.49,0.0,0.0,1.0,6.49
2,2024-01-22 14:49:42,2024-01-22 14:54:54.936494,2,1.82,4,132,2,7.77,0.0,0.0,1.0,8.77
1,2024-01-25 10:42:07,2024-01-25 10:49:22.818718,1,1.71,138,163,1,9.73,1.17,0.0,1.0,11.9
1,2024-01-05 23:05:02,2024-01-05 23:19:21.414561,1,1.86,140,114,1,12.25,0.49,0.0,1.0,13.75
2,2024-01-10 17:47:06,2024-01-10 18:00:44.203592,4,1.63,125,142,1,9.97,0.98,0.0,1.0,11.96
1,2024-01-08 07:45:35,2024-01-08 07:53:27.264212,1,1.72,163,90,2,11.87,0.0,0.0,1.0,12.87
2,2024-01-24 08:22:46,2024-01-24 08:31:01.296718,1,1.2,256,186,1,8.88,0.02,0.0,1.0,9.9
1,2024-01-11 16:31:10,2024-01-11 16:56:31.787726,3,3.34,107,132,1,21.01,0.51,0.0,1.0,22.52
1,2024-01-11 17:03:45,2024-01-11 17:22:27.465443,1,2.03,161,162,1,14.68,0.18,0.0,1.0,15.86
2,2024-01-27 11:13:14,2024-01-27 11:33:53.666885,5,4.16,158,4,1,18.96,3.92,0.0,1.0,23.88
2,2024-01-18 01:44:38,2024-01-18 01:55:21.717293,6,2.7,236,132,2,11.74,0.0,0.0,1.0,12.74
1,2024-01-22 16:11:08,2024-01-22 16:24:03.158348,1,1.62,13,132,1,11.78,3.37,0.0,1.0,16.15
1,2024-01-15 08:18:32,2024-01-15 08:33:10.186030,4,1.93,255,163,1,12.03,2.86,11.22,1.0,27.11
2,2024-01-22 15:25:39,2024-01-22 15:34:33.690888,5,2.61,13,113,1,8.0,0.85,0.0,1.0,9.85
1,2024-01-24 21:59:05,2024-01-24 22:07:07.987014,5,1.15,163,132,2,7.95,0.0,0.0,1.0,8.95
1,2024-01-09 14:12:29,2024-01-09 14:23:17.329836,5,2.67,161,230,1,9.1,1.6,0.0,1.0,11.7
1,2024-01-12 08:52:35,2024-01-12 09:09:35.950101,1,3.24,237,48,1,15.08,3.32,0.0,1.0,19.41
2,2024-01-21 15:39:05,2024-01-21 15:49:15.864343,1,0.53,48,79,1,6.07,0.69,0.0,1.0,7.76
2,2024-01-12 07:07:46,2024-01-12 07:18:37.273228,1,1.26,50,41,1,9.35,1.51,0.0,1.0,11.87
2,2024-01-21 19:27:08,2024-01-21 19:53:19.270545,5,3.48,230,90,1,21.14,4.57,0.0,1.0,26.71
1,2024-01-13 15:29:03,2024-01-13 15:39:35.489569,3,2.89,48,142,1,12.03,1.26,0.0,1.0,14.29
1,2024-01-25 12:22:32,2024-01-25 12:28:03.112271,2,2.0,138,50,2,11.02,0.0,0.0,1.0,12.02
1,2024-01-06 15:00:15,2024-01-06 15:09:56.545968,4,2.4,230,24,1,9.21,2.27,6.68,1.0,19.16
2,2024-01-30 08:00:17,2024-01-30 08:10:50.139342,1,2.22,186,260,1,8.94,0.89,0.0,1.0,10.84
1,2024-01-12 11:16:45,2024-01-12 11:32:07.083823,1,5.08,68,138,1,17.98,4.14,0.0,1.0,23.12
1,2024-01-28 11:26:26,2024-01-28 11:27:41.363891,4,1.04,100,162,1,6.15,0.46,0.0,1.0,7.61
2,2024-01-18 16:32:39,2024-01-18 17:02:47.161374,5,4.26,7,230,1,20.36,5.0,0.0,1.0,26.36
1,2024-01-21 16:44:20,2024-01-21 17:06:46.027839,1,2.84,138,48,2,16.73,0.0,0.0,1.0,17.73
2,2024-01-21 07:46:44,2024-01-21 08:16:46.563026,2,5.06,13,142,2,18.79,0.0,0.0,1.0,19.79
1,2024-01-18 20:52:55,2024-01-18 21:06:20.713865,1,3.47,68,161,1,14.51,4.07,0.0,1.0,19.59
2,2024-01-09 09:19:06,2024-01-09 09:38:54.516805,1,3.04,107,48,1,14.34,3.49,0.0,1.0,18.83
1,2024-01-30 20:28:33,2024-01-30 20:36:13.250076,3,2.23,260,41,2,9.21,0.0,0.0,1.0,10.21
2,2024-01-16 11:40:46,2024-01-16 11:52:07.696219,1,2.2,100,90,1,11.65,0.91,0.0,1.0,13.55
1,2024-01-12 15:20:07,2024-01-12 15:45:29.811661,1,6.33,4,90,1,22.8,6.24,0.0,1.0,30.04
1,2024-01-28 14:24:42,2024-01-28 14:33:06.790694,3,0.98,142,90,1,10.63,0.65,0.0,1.0,12.29
1,2024-01-15 17:33:59,2024-01-15 17:46:07.000603,5,1.43,24,79,1,9.29,2.42,0.0,1.0,12.71
2,2024-01-24 10:38:52,2024-01-24 11:04:02.853916,2,4.11,90,161,1,21.2,6.33,0.0,1.0,28.53
1,2024-01-08 17:21:20,2024-01-08 17:40:59.331515,5,3.37,260,100,1,14.57,0.92,0.0,1.0,16.49
1,2024-01-06 13:30:47,2024-01-06 14:00:40.454653,2,7.89,230,236,2,24.92,0.0,0.0,1.0,25.92
1,2024-01-24 18:22:04,2024-01-24 18:38:31.193187,2,1.65,13,13,1,10.81,2.63,0.0,1.0,14.44
2,2024-01-26 16:52:41,2024-01-26 17:08:26.093803,6,2.47,138,170,1,10.63,0.27,0.0,1.0,11.9
2,2024-01-17 19:01:48,2024-01-17 19:33:54.138170,1,5.01,50,236,1,26.21,5.59,8.08,1.0,40.88
1,2024-01-18 20:52:26,2024-01-18 21:04:54.426781,6,3.11,43,138,1,12.47,3.47,0.0,1.0,16.94
1,2024-01-14 13:40:15,2024-01-14 13:54:20.835126,6,5.04,163,107,2,15.52,0.0,0.0,1.0,16.52
1,2024-01-09 08:10:35,2024-01-09 08:18:46.355826,1,1.6,142,100,1,10.68,2.87,0.0,1.0,14.54
1,2024-01-08 07:35:51,2024-01-08 07:52:52.874967,1,3.32,230,107,1,-5.0,0.57,0.0,1.0,15.89
1,2024-01-27 12:26:14,2024-01-27 12:35:56.339350,4,0.94,158,43,2,10.95,0.0,0.0,1.0,11.95
2,2024-01-15 16:42:58,2024-01-15 17:15:31.461333,2,5.45,79,161,1,22.48,2.02,0.0,1.0,25.5
1,2024-01-24 17:51:32,2024-01-24 18:06:20.180229,4,2.81,256,170,1,15.13,0.02,0.0,1.0,16.15
1,2024-01-20 17:25:41,2024-01-20 17:52:16.369240,6,3.39,142,125,1,15.33,4.57,0.0,1.0,20.9
2,2024-01-17 08:41:17,2024-01-17 08:51:47.923410,4,1.78,90,61,2,11.49,0.0,0.0,1.0,12.49
2,2024-01-22 14:02:45,2024-01-22 14:17:38.111408,3,2.95,114,33,1,14.13,2.4,0.0,1.0,17.52
1,2024-01-23 18:16:56,2024-01-23 18:54:58.237916,5,5.18,13,100,2,26.73,0.0,0.0,1.0,27.73
2,2024-01-29 19:25:47,2024-01-29 19:36:05.133665,2,1.27,161,230,2,7.91,0.0,0.0,1.0,8.91
2,2024-01-11 16:28:14,2024-01-11 17:12:16.258374,4,6.43,230,43,1,28.05,0.32,0.0,1.0,29.37
2,2024-01-13 08:18:46,2024-01-13 08:37:32.002122,2,3.08,90,236,1,13.38,3.13,0.0,1.0,17.51
2,2024-01-17 13:20:24,2024-01-17 13:28:27.041925,2,1.56,114,230,2,11.25,0.0,0.0,1.0,12.25
2,2024-01-10 00:09:53,2024-01-10 00:14:55.302306,6,1.66,79,113,1,6.18,0.82,0.0,1.0,8.0
1,2024-01-02 17:06:03,2024-01-02 17:29:06.028212,2,3.29,162,125,1,17.9,4.49,3.83,1.0,27.22
1,2024-01-24 12:42:05,2024-01-24 12:51:15.826356,3,1.72,24,163,2,9.89,0.0,0.0,1.0,10.89
2,2024-01-11 08:34:04,2024-01-11 08:53:52.265156,2,4.15,48,90,1,16.53,2.41,0.0,1.0,19.94
2,2024-01-13 09:53:29,2024-01-13 10:05:56.692291,3,2.79,125,161,1,10.44,0.85,0.0,1.0,12.28
2,2024-01-03 00:57:15,2024-01-03 01:13:38.219744,2,6.09,114,158,1,20.3,5.21,0.0,1.0,26.51
1,2024-01-20 20:49:20,2024-01-20 21:03:42.881850,4,3.25,48,138,1,15.47,1.11,0.0,1.0,17.59
1,2024-01-30 00:18:02,2024-01-30 00:31:22.436567,2,4.48,158,68,1,16.83,3.86,0.0,1.0,21.69
1,2024-01-21 12:55:24,2024-01-21 13:03:15.860665,6,2.64,79,161,1,10.41,2.22,0.0,1.0,13.63
1,2024-01-04 17:49:42,2024-01-04 17:49:42.000000,4,0.0,138,186,2,5.15,0.0,0.0,1.0,6.15
2,2024-01-02 19:30:09,2024-01-02 19:49:23.358059,2,2.27,113,142,2,12.48,0.0,0.0,1.0,13.48
2,2024-01-14 22:52:16,2024-01-14 22:56:35.518987,1,0.97,43,4,1,5.73,0.34,0.0,1.0,7.07
1,2024-01-24 10:14:37,2024-01-24 10:31:20.867640,2,2.4,61,186,2,12.86,0.0,2.78,1.0,16.64
2,2024-01-01 00:53:58,2024-01-01 01:01:09.599326,2,3.1,138,13,2,12.78,0.0,10.58,1.0,24.36
2,2024-01-29 18:51:36,2024-01-29 19:00:59.756719,1,1.58,186,132,1,10.71,1.16,0.0,1.0,12.87
2,2024-01-24 15:00:42,2024-01-24 15:07:25.936126,1,1.45,161,132,1,8.94,1.82,2.21,1.0,13.97
2,2024-01-06 13:01:02,2024-01-06 13:18:37.639500,6,5.1,142,114,2,15.87,0.0,0.0,1.0,16.87
2,2024-01-03 17:48:34,2024-01-03 17:56:31.036237,5,0.86,170,114,1,7.52,1.56,0.0,1.0,10.08
1,2024-01-21 23:14:22,2024-01-21 23:34:34.071080,2,5.79,158,236,1,20.82,0.39,0.0,1.0,22.2
1,2024-01-20 09:35:26,2024-01-20 09:57:19.427828,4,3.59,186,162,1,16.28,2.48,0.0,1.0,19.76
2,2024-01-19 16:53:18,2024-01-19 16:58:04.816008,3,0.89,161,68,2,7.7,0.0,0.0,1.0,8.7
1,2024-01-05 16:29:11,2024-01-05 16:36:22.232074,1,0.51,186,230,2,5.88,0.0,0.0,1.0,6.88
2,2024-01-08 16:38:13,2024-01-08 16:50:23.711000,3,1.25,163,230,2,9.26,0.0,0.0,1.0,10.26
1,2024-01-08 15:03:24,2024-01-08 15:13:41.992210,2,1.54,132,236,2,10.06,0.0,0.0,1.0,11.06
2,2024-01-05 22:51:10,2024-01-05 22:58:23.059149,5,2.23,170,237,1,6.39,1.21,0.0,1.0,8.61
2,2024-01-12 10:25:16,2024-01-12 10:36:35.322775,6,1.89,138,48,1,11.22,2.3,0.0,1.0,14.52
2,2024-01-05 20:44:44,2024-01-05 20:56:00.289266,6,3.54,236,79,1,12.89,0.88,0.0,1.0,14.77
2,2024-01-16 17:32:36,2024-01-16 17:45:49.194636,2,1.41,7,236,1,8.75,1.05,0.0,1.0,10.8
1,2024-01-01 21:49:18,2024-01-01 22:00:43.477064,1,2.3,7,48,2,10.93,0.0,0.0,1.0,11.93
1,2024-01-19 19:56:37,2024-01-19 20:10:25.515669,1,1.94,162,43,2,13.69,0.0,5.15,1.0,19.84
1,2024-01-12 17:20:20,2024-01-12 17:37:50.023032,5,2.35,163,82,1,9.4,1.79,0.0,1.0,12.19
1,2024-01-17 06:24:46,2024-01-17 06:34:58.695640,2,3.18,230,7,1,12.02,2.95,0.0,1.0,15.97
1,2024-01-14 16:47:02,2024-01-14 16:58:00.928094,1,2.52,50,107,1,11.47,1.61,0.0,1.0,14.08
1,2024-01-10 09:53:53,2024-01-10 10:22:38.552641,1,3.77,140,4,1,20.21,2.36,0.0,1.0,23.57
2,2024-01-17 11:01:03,2024-01-17 11:15:32.601402,1,3.61,90,125,1,15.73,1.31,8.21,1.0,26.25
2,2024-01-28 13:13:12,2024-01-28 13:20:59.297571,1,1.02,4,4,2,8.04,0.0,0.0,1.0,9.04
1,2024-01-31 20:15:31,2024-01-31 20:25:57.764228,1,3.19,7,48,1,11.44,2.98,0.0,1.0,15.42
1,2024-01-11 21:28:07,2024-01-11 21:32:29.276882,5,1.64,114,68,2,8.44,0.0,0.0,1.0,9.44
2,2024-01-05 18:55:07,2024-01-05 19:20:50.538252,3,3.18,142,162,1,18.13,0.96,0.0,1.0,20.09
2,2024-01-30 08:51:06,2024-01-30 09:11:44.147531,4,3.17,79,125,2,17.11,0.0,0.0,1.0,18.11
1,2024-01-24 12:44:23,2024-01-24 12:48:00.379848,1,1.5,186,4,1,4.82,1.1,0.0,1.0,6.92
2,2024-01-21 00:29:20,2024-01-21 00:29:20.000000,1,0.0,132,170,1,9.22,2.2,0.0,1.0,12.41
2,2024-01-30 20:11:41,2024-01-30 20:20:06.976122,2,2.35,237,24,1,8.52,1.52,0.0,1.0,11.04
1,2024-01-08 08:32:30,2024-01-08 08:55:00.831098,2,3.67,260,158,2,19.13,0.0,9.48,1.0,29.61
1,2024-01-26 17:38:18,2024-01-26 17:58:19.691792,1,3.18,113,79,1,14.97,0.47,0.0,1.0,16.44
1,2024-01-13 15:45:46,2024-01-13 16:04:00.577295,4,3.68,79,79,2,15.84,0.0,0.0,1.0,16.84
1,2024-01-11 10:24:54,2024-01-11 10:46:24.642806,6,3.05,90,125,2,13.44,0.0,0.0,1.0,14.44
1,2024-01-17 16:50:20,2024-01-17 16:55:44.381337,1,0.79,41,41,1,6.68,0.81,0.0,1.0,8.49
1,2024-01-14 11:54:34,2024-01-14 12:12:38.556064,1,3.76,125,4,2,15.54,0.0,0.0,1.0,16.54
1,2024-01-26 11:28:14,2024-01-26 11:37:12.834149,1,2.84,4,256,1,11.37,1.54,0.0,1.0,13.91
1,2024-01-17 08:33:02,2024-01-17 09:27:18.069567,2,10.17,43,114,1,37.89,2.44,0.0,1.0,41.33
1,2024-01-13 15:35:50,2024-01-13 15:50:37.800563,1,3.69,90,256,1,13.87,4.03,0.0,1.0,18.9
1,2024-01-25 21:00:31,2024-01-25 21:17:36.940643,2,4.26,48,186,1,16.69,3.57,0.0,1.0,21.26
1,2024-01-29 12:12:11,2024-01-29 12:28:39.450375,6,4.26,230,4,1,13.26,1.05,0.0,1.0,15.31
1,2024-01-06 16:49:24,2024-01-06 17:09:47.749027,1,2.69,41,82,2,17.05,0.0,0.0,1.0,18.05
1,2024-01-19 12:17:56,2024-01-19 12:24:11.738521,6,1.56,114,230,1,9.61,1.37,0.0,1.0,11.97
2,2024-01-12 10:53:15,2024-01-12 11:06:48.362933,4,2.83,68,132,2,12.98,0.0,0.0,1.0,13.98
2,2024-01-06 14:13:30,2024-01-06 14:29:15.751622,5,3.18,41,230,2,14.15,0.0,0.0,1.0,15.15
1,2024-01-14 10:33:03,2024-01-14 10:48:29.889449,2,1.96,4,161,2,12.79,0.0,0.0,1.0,13.79
1,2024-01-19 17:05:09,2024-01-19 17:16:12.114760,5,0.65,230,186,1,8.58,2.42,0.0,1.0,12.0
2,2024-01-19 21:55:57,2024-01-19 22:03:00.766928,4,1.41,79,162,2,6.53,0.0,0.0,1.0,7.53
2,2024-01-04 13:17:12,2024-01-04 13:26:12.416883,4,2.16,142,255,1,9.52,0.53,0.0,1.0,11.05
1,2024-01-22 17:17:16,2024-01-22 18:18:17.884140,5,9.28,41,237,2,39.84,0.0,0.0,1.0,40.84
2,2024-01-12 09:52:09,2024-01-12 10:05:54.871134,3,1.85,82,158,1,9.85,2.2,10.19,1.0,23.24
2,2024-01-15 15:46:46,2024-01-15 16:29:11.400899,1,11.48,43,161,2,36.47,0.0,0.0,1.0,37.47
1,2024-01-08 16:01:23,2024-01-08 16:19:17.827081,2,2.53,132,107,1,12.87,2.57,0.0,1.0,16.45
2,2024-01-22 20:49:18,2024-01-22 20:58:30.204555,6,2.1,114,186,1,8.34,0.15,7.39,1.0,16.89
1,2024-01-18 17:00:03,2024-01-18 17:16:37.857648,1,1.99,79,161,1,11.28,2.64,3.84,1.0,18.76
2,2024-01-02 10:43:35,2024-01-02 11:07:32.481063,1,3.79,90,13,1,20.39,0.47,0.0,1.0,21.86
2,2024-01-27 19:23:19,2024-01-27 19:41:14.886215,2,1.67,237,161,1,9.87,1.52,0.0,1.0,12.39
2,2024-01-16 20:02:54,2024-01-16 20:13:56.532849,2,2.38,90,132,1,15.46,0.5,0.0,1.0,16.96
1,2024-01-29 15:05:07,2024-01-29 15:10:20.886697,1,1.25,4,113,1,7.91,0.71,0.0,1.0,9.62
1,2024-01-23 16:27:40,2024-01-23 16:35:14.634726,6,1.14,132,230,2,10.52,0.0,0.0,1.0,11.52
2,2024-01-31 17:57:57,2024-01-31 18:22:26.153226,5,3.66,4,158,2,18.63,0.0,0.0,1.0,19.63
1,2024-01-04 14:37:22,2024-01-04 14:42:28.446200,2,0.83,33,50,1,6.86,1.19,0.0,1.0,9.05
2,2024-01-02 16:53:30,2024-01-02 17:04:06.038213,4,1.69,170,237,1,10.93,3.13,0.0,1.0,15.06
2,2024-01-22 17:57:26,2024-01-22 18:15:03.768247,1,3.18,161,48,1,15.16,1.84,0.0,1.0,17.99
1,2024-01-10 10:10:19,2024-01-10 10:20:46.690524,2,1.77,68,161,2,9.34,0.0,0.0,1.0,10.34
1,2024-01-23 07:50:51,2024-01-23 08:03:58.326597,1,1.84,186,114,1,11.46,2.05,0.0,1.0,14.51
2,2024-01-12 11:15:52,2024-01-12 11:36:14.132006,2,5.44,186,33,1,20.6,1.05,0.0,1.0,22.65
1,2024-01-22 13:53:27,2024-01-22 14:09:50.978504,2,4.18,24,100,1,17.87,3.79,0.0,1.0,22.65
1,2024-01-13 21:00:28,2024-01-13 21:18:05.651677,3,5.25,158,162,2,18.65,0.0,0.0,1.0,19.65
2,2024-01-31 21:49:27,2024-01-31 21:58:00.928903,1,1.46,161,158,1,6.24,0.86,0.0,1.0,8.1
1,2024-01-09 16:43:56,2024-01-09 17:11:55.506723,1,3.73,237,50,1,19.94,0.71,0.0,1.0,21.65
2,2024-01-28 07:24:03,2024-01-28 07:36:27.234986,1,2.39,90,125,1,12.05,0.49,0.0,1.0,13.54
2,2024-01-20 08:19:41,2024-01-20 08:22:32.144492,1,0.85,43,236,2,6.68,0.0,0.0,1.0,7.68
2,2024-01-27 00:44:53,2024-01-27 00:47:28.063267,1,1.55,230,4,1,4.27,0.8,0.0,1.0,6.08
2,2024-01-24 13:04:42,2024-01-24 13:37:27.289517,1,9.48,237,170,1,33.04,8.34,0.0,1.0,42.38
2,2024-01-03 17:48:08,2024-01-03 18:04:30.033735,3,1.66,125,132,2,11.44,0.0,0.0,1.0,12.44
2,2024-01-28 22:10:20,2024-01-28 22:28:44.193706,6,4.66,4,142,2,17.04,0.0,0.0,1.0,18.04
2,2024-01-30 09:44:31,2024-01-30 10:04:31.319440,2,3.09,162,132,2,12.94,0.0,0.0,1.0,13.94
